Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,0.0,0.0,29.8,28.85,0.98,3.7,0.0,0.0,10.1
Feb,123.92,10.7,16.11,26.07,30.98,14.1,17.25,4.02,16.65,2.8
Mar,9.44,13.52,13.5,3.5,21.13,0.25,3.83,2.96,5.26,0.5
Apr,3.85,5.72,0.0,7.26,9.09,9.5,9.04,8.8,0.0,18.0
May,16.17,43.95,25.0,119.37,42.17,4.86,66.19,34.21,18.95,9.9
Jun,83.76,65.59,41.09,81.74,98.42,70.59,102.89,28.13,72.84,47.3
Jul,240.13,325.05,138.86,255.59,305.82,199.87,302.62,263.18,265.86,271.9
Aug,276.47,256.72,116.69,311.53,257.27,198.43,239.3,216.26,205.52,335.0
Sep,75.58,202.41,76.58,94.29,187.05,104.68,91.83,112.07,151.76,115.8
Oct,0.0,27.58,0.0,66.9,36.33,15.75,63.11,38.23,16.93,1.7
Nov,0.0,82.75,25.67,0.81,0.0,3.86,2.15,9.33,8.92,1.4
Dec,0.23,6.95,5.87,0.68,10.21,0.0,1.36,10.34,2.84,0.2
