Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.29,9.52,2.7,4.0,9.86,15.08,0.0,10.9,12.63,0.0,10.55,9.86,0.0
Feb,5.26,7.43,3.39,1.57,5.6,11.28,0.0,9.57,5.24,0.0,8.43,13.95,0.3
Mar,2.4,6.62,0.0,1.05,6.62,9.36,11.8,13.59,0.0,22.18,15.81,6.77,0.6
Apr,1.0,3.8,0.26,2.35,4.3,9.13,0.0,15.17,1.44,12.56,13.26,0.0,1.0
May,6.44,9.26,0.55,7.84,9.27,9.68,1.46,4.89,0.0,6.64,6.53,4.66,0.3
Jun,66.62,84.26,84.25,67.6,83.52,86.73,69.07,85.85,59.07,69.6,81.64,69.08,115.1
Jul,237.57,293.1,268.89,233.33,298.46,267.95,500.68,407.07,0.0,490.11,476.1,0.0,379.9
Aug,240.54,249.42,110.66,229.36,253.44,108.55,167.7,393.44,0.0,157.58,512.43,0.0,215.5
Sep,122.41,146.76,123.01,121.3,147.15,126.94,134.27,5.83,105.32,148.83,0.0,93.37,197.4
Oct,6.2,14.07,0.0,6.4,14.21,0.0,19.27,36.49,19.8,19.45,38.67,1.62,0.0
Nov,1.49,15.52,0.14,3.27,19.03,15.36,0.03,0.0,16.88,0.84,0.0,11.95,0.0
Dec,1.38,5.58,0.4,2.69,6.03,9.66,4.98,6.8,0.0,1.02,8.58,9.95,0.0
