Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,16.69,16.47,0.0,15.76,16.11,10.58,4.0,12.88,17.97,6.53,10.06,14.14,0.0
Feb,10.1,16.19,0.0,16.69,15.51,12.43,18.1,10.9,12.41,17.13,16.41,16.2,0.2
Mar,4.4,11.04,0.0,4.98,9.39,6.85,2.51,5.94,0.97,4.31,6.86,0.0,0.0
Apr,2.04,5.16,0.62,2.03,10.07,0.0,35.17,18.99,0.16,36.55,45.89,3.34,18.6
May,10.52,13.03,0.0,28.44,15.74,29.32,54.24,25.47,20.59,53.57,26.31,16.87,24.1
Jun,98.33,102.8,19.31,96.98,103.21,45.12,78.62,57.02,18.66,78.21,27.58,25.74,56.1
Jul,322.66,300.32,348.77,326.29,305.83,329.52,230.4,289.83,369.77,243.05,469.95,357.3,239.3
Aug,242.09,271.94,0.0,248.92,256.9,0.0,250.15,200.71,149.79,258.65,196.09,139.97,204.7
Sep,177.72,177.99,81.02,174.09,166.45,89.05,224.32,202.14,102.53,225.54,193.18,123.33,188.0
Oct,33.46,36.6,4.37,32.19,36.59,0.0,44.76,52.46,22.0,43.84,0.0,21.3,1.9
Nov,0.1,11.29,0.0,0.1,11.37,3.51,1.23,7.56,17.42,1.55,7.19,8.92,0.0
Dec,0.35,2.76,0.0,0.38,2.86,6.33,0.08,3.76,4.72,0.12,1.62,5.04,0.0
