Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.0,10.71,0.0,6.1,10.75,0.0,25.75,28.58,27.96,25.86,28.64,25.57,1.0
Feb,3.22,7.53,0.0,3.1,10.9,7.88,8.4,30.07,16.75,9.57,37.16,40.97,19.4
Mar,5.08,9.98,0.9,5.91,21.59,0.0,49.28,97.17,29.6,56.45,89.59,35.96,0.0
Apr,10.38,22.27,16.48,26.82,29.49,26.24,94.47,160.58,38.58,94.1,122.49,34.76,47.5
May,27.83,43.34,15.3,35.77,95.56,23.38,105.5,0.0,69.83,108.39,0.0,108.37,11.7
Jun,138.21,133.77,141.16,129.13,133.27,142.37,331.2,384.65,168.21,331.52,399.01,178.24,199.3
Jul,176.71,240.96,335.48,177.84,249.91,337.72,315.11,335.0,0.0,324.44,338.43,0.0,503.9
Aug,153.36,207.53,304.2,137.18,213.28,299.44,171.91,0.0,382.6,173.19,377.67,363.41,298.4
Sep,141.34,187.27,218.59,155.21,190.54,213.86,301.84,209.25,273.87,293.87,209.82,273.96,170.0
Oct,94.66,110.91,79.89,95.76,118.59,81.91,178.23,56.01,109.48,164.84,55.83,121.25,231.4
Nov,79.7,69.34,87.34,71.65,68.36,69.3,163.32,114.64,192.06,163.85,115.64,177.16,20.6
Dec,0.27,3.64,0.0,0.5,2.31,5.94,44.7,0.0,34.67,44.45,0.0,31.29,0.0
