Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,20.84,25.53,19.71,0.0,15.32,16.93,7.76,0.0,24.39,8.8
Feb,8.36,17.59,19.38,33.46,25.6,27.42,0.0,25.1,30.3,29.4
Mar,5.16,6.59,1.0,11.93,10.13,9.73,37.6,13.64,21.57,1.9
Apr,4.35,8.55,3.54,8.08,18.81,14.41,28.64,21.02,11.59,21.4
May,6.08,11.22,4.3,2.85,14.98,0.0,9.79,15.58,22.71,18.4
Jun,40.36,50.12,20.58,99.32,119.44,35.79,104.9,128.4,65.62,82.4
Jul,197.34,207.68,83.49,188.26,250.08,208.14,203.89,198.05,221.54,397.2
Aug,285.26,259.0,94.05,289.23,260.72,236.45,312.02,244.11,242.68,326.4
Sep,177.98,224.36,26.39,100.07,199.02,162.51,196.63,270.54,172.57,211.8
Oct,46.53,31.29,2.51,1.64,25.13,9.72,0.0,45.07,23.97,34.4
Nov,7.43,7.56,13.66,0.63,7.09,7.18,0.95,6.51,12.07,3.5
Dec,7.62,16.61,0.0,31.08,14.97,18.35,42.52,39.44,6.62,3.9
