Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.41,11.27,0.96,0.0,6.33,8.24,1.41,3.34,3.35,1.26,0.0,6.16,0.8
Feb,1.24,11.44,0.0,0.59,9.59,4.82,1.1,16.23,19.85,1.23,47.56,3.64,0.0
Mar,0.74,7.57,0.0,0.51,0.0,6.44,0.37,5.21,7.91,0.88,14.02,0.0,1.3
Apr,10.0,23.44,0.9,12.24,18.61,21.08,34.17,32.54,9.69,34.58,25.53,5.63,53.2
May,46.76,58.01,12.87,18.71,57.43,30.76,26.86,31.99,35.18,26.79,0.0,39.45,38.8
Jun,62.72,54.6,46.45,81.82,61.98,55.59,113.1,69.69,67.49,109.35,0.0,64.26,48.7
Jul,73.77,101.31,60.12,85.81,130.82,67.38,191.83,129.13,81.28,193.9,158.79,98.59,150.0
Aug,125.47,129.86,106.39,128.19,154.7,110.63,145.09,124.42,124.15,145.4,134.21,137.29,170.4
Sep,134.72,146.64,113.75,133.86,138.6,117.06,191.39,239.66,138.29,183.89,243.16,135.42,86.1
Oct,190.37,214.54,172.41,188.4,172.48,175.53,234.59,132.52,209.56,222.8,141.18,202.28,177.2
Nov,262.15,224.39,111.13,244.84,161.8,127.28,78.46,118.89,107.26,79.5,241.16,108.8,908.0
Dec,88.05,102.1,45.71,85.83,109.6,58.52,40.7,83.44,78.54,55.68,53.22,84.63,384.8
