Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,1.1,0.7,0.1,1.08,3.51,0.1,0.84,0.0,0.1,0.68,4.2,0.0
Feb,0.1,0.97,0.23,0.13,1.64,2.9,0.1,1.79,13.77,0.75,1.6,0.0,2.7
Mar,1.59,6.68,0.47,1.57,6.5,9.93,0.0,11.1,0.0,3.11,23.58,16.57,26.6
Apr,46.31,43.29,4.25,55.01,44.46,11.64,34.51,22.13,21.48,41.85,22.48,21.39,36.7
May,78.57,86.73,55.41,70.38,60.18,62.09,63.23,62.9,64.67,68.9,63.85,65.33,198.8
Jun,78.87,197.55,28.23,77.44,199.25,50.53,65.09,57.98,50.61,67.02,56.27,56.21,92.8
Jul,67.88,180.47,50.44,90.72,180.38,0.0,44.11,45.1,45.89,43.39,38.22,52.37,19.5
Aug,172.8,172.59,62.67,152.64,128.45,80.97,44.67,86.62,66.36,47.11,86.85,87.04,36.1
Sep,104.78,131.3,154.53,106.2,121.28,155.71,91.31,0.0,127.17,90.78,0.0,104.39,75.9
Oct,129.06,124.32,102.75,124.17,124.99,103.02,64.47,48.49,73.47,40.74,48.96,78.33,36.7
Nov,31.84,39.2,2.64,31.29,37.46,0.45,0.0,17.42,26.36,6.92,0.0,30.95,6.6
Dec,1.88,7.77,0.96,1.81,8.28,3.91,3.39,8.29,7.33,3.46,9.57,1.74,0.1
