Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.84,13.18,0.0,12.3,0.0,5.95,13.36,30.48,15.77,0.0
Feb,6.52,6.16,15.31,14.92,5.18,15.67,7.2,11.72,21.52,0.0
Mar,4.32,0.0,30.78,11.49,16.76,7.65,6.69,0.0,25.98,0.0
Apr,25.13,35.8,31.22,122.61,45.81,31.78,120.4,89.61,38.59,113.7
May,53.58,69.87,34.8,0.0,82.09,65.59,99.07,176.83,73.38,64.0
Jun,134.88,86.27,116.77,96.67,165.59,162.44,119.2,174.83,181.7,419.7
Jul,298.59,264.16,96.69,447.39,510.53,340.29,335.21,479.8,362.96,307.9
Aug,419.25,279.12,111.2,400.92,424.01,360.38,352.49,452.59,371.56,268.7
Sep,182.0,145.37,120.03,182.0,254.89,231.63,248.55,255.51,238.98,221.5
Oct,101.18,105.36,33.54,139.26,0.0,155.17,103.19,0.0,164.52,56.6
Nov,2.03,11.25,0.0,0.1,22.64,31.66,31.77,21.19,19.62,5.6
Dec,1.66,7.84,11.63,11.63,9.75,14.43,8.03,24.52,9.43,9.3
