Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,55.4,30.83,67.27,46.97,42.16,34.8,0.0,83.27,41.5,0.0,112.94,67.44,21.9
Feb,3.48,11.28,0.83,3.22,9.43,17.82,0.0,0.0,0.26,0.0,0.0,5.02,0.0
Mar,2.68,13.24,0.06,3.51,18.02,3.25,4.6,6.28,8.04,3.81,6.41,17.23,3.9
Apr,27.84,37.42,0.71,3.07,16.24,21.19,0.0,29.11,10.22,0.0,28.07,4.07,16.0
May,50.59,52.38,14.44,51.97,64.74,44.31,105.79,59.75,24.07,87.51,60.26,52.17,39.5
Jun,32.17,35.8,0.0,29.85,39.46,44.98,33.24,40.86,52.91,33.87,40.69,41.08,36.0
Jul,41.68,54.73,24.82,48.47,44.13,30.43,24.31,41.02,42.42,24.52,83.46,33.65,44.7
Aug,28.28,70.4,163.33,45.78,106.54,151.89,109.96,132.53,249.61,85.92,137.09,213.61,31.9
Sep,131.93,112.74,102.3,124.86,115.61,105.06,183.95,114.33,124.49,172.09,24.46,124.22,38.4
Oct,205.03,184.71,89.11,178.39,189.26,100.69,189.93,254.31,131.47,185.22,298.77,129.24,127.9
Nov,203.65,196.07,171.31,194.12,195.37,171.9,295.9,196.88,174.36,113.83,217.43,168.99,311.7
Dec,92.73,119.76,56.55,92.84,123.21,70.86,180.92,89.13,88.7,182.19,93.54,86.66,31.9
