Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.06,9.76,8.27,17.65,0.0,0.0,26.56,0.0,6.88,0.0
Feb,2.11,6.88,21.0,0.3,1.85,7.8,1.14,13.25,11.4,21.4
Mar,5.89,8.27,28.02,0.1,4.52,0.0,2.84,6.37,6.07,1.0
Apr,7.48,11.41,11.61,23.7,15.36,0.0,29.12,23.08,0.0,36.7
May,17.12,11.38,15.91,39.0,20.63,0.28,11.94,18.52,23.21,49.5
Jun,132.53,154.94,67.99,152.3,157.6,92.61,182.19,173.14,129.75,154.4
Jul,317.85,286.73,100.55,138.5,297.06,306.18,379.17,336.78,311.02,333.6
Aug,299.22,322.4,96.63,269.97,257.22,241.16,243.42,289.47,245.82,592.4
Sep,176.84,201.01,78.26,188.7,202.88,195.67,213.21,232.32,195.73,155.1
Oct,46.96,51.77,30.53,0.0,31.74,51.22,15.5,36.31,48.69,1.9
Nov,6.38,9.22,11.9,0.0,0.0,7.68,0.0,0.0,1.84,0.0
Dec,0.0,1.42,0.0,24.03,3.49,0.0,2.57,7.43,0.0,59.4
