Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.22,3.38,0.0,12.81,10.13,0.56,2.18,3.89,2.7,0.0
Feb,1.89,3.6,13.87,0.2,0.0,0.0,0.0,0.0,3.64,0.0
Mar,0.33,2.53,16.26,4.68,0.0,0.0,0.0,0.0,10.3,0.0
Apr,0.94,3.08,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0
May,1.72,3.59,0.0,10.74,0.0,0.0,0.0,0.0,2.6,1.6
Jun,11.16,17.96,32.5,62.1,43.04,16.56,38.22,33.11,18.43,102.9
Jul,116.23,117.26,56.7,132.33,130.26,96.29,117.59,159.41,104.21,81.0
Aug,35.65,65.79,49.87,157.7,125.34,103.02,151.4,136.39,115.35,45.9
Sep,24.64,61.88,8.89,55.92,57.71,45.78,57.55,58.54,43.61,57.3
Oct,1.99,12.03,0.0,3.22,9.27,0.0,0.0,22.3,23.38,0.0
Nov,0.17,4.65,0.0,0.1,0.0,12.43,0.11,0.0,14.13,0.0
Dec,0.52,3.43,12.73,0.3,10.88,0.0,0.0,12.07,10.41,0.0
