Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.37,5.25,0.22,0.81,5.17,0.0,4.64,5.65,2.23,4.25,4.81,3.7,0.0
Feb,0.75,5.49,0.0,0.42,4.49,3.16,3.73,8.39,5.52,8.72,7.82,3.93,12.3
Mar,6.29,9.46,0.0,5.47,9.62,0.0,7.46,24.27,12.59,7.08,27.87,11.06,5.3
Apr,14.27,15.03,0.11,13.56,14.59,14.24,0.0,6.14,0.0,10.33,15.66,4.16,16.0
May,12.37,17.88,0.0,16.7,20.15,3.82,23.09,24.83,6.4,12.73,28.79,16.81,16.6
Jun,147.65,134.76,154.24,133.06,133.53,151.86,188.8,121.25,153.93,179.41,94.88,151.65,269.9
Jul,199.28,198.0,105.63,198.83,220.64,103.64,313.5,243.68,121.18,313.44,249.68,132.39,179.1
Aug,161.27,201.03,211.56,180.6,208.67,212.41,112.02,106.26,225.27,121.47,114.13,216.07,341.5
Sep,146.73,204.16,62.21,148.8,206.07,71.57,141.13,190.01,82.25,142.02,237.07,76.87,42.6
Oct,56.01,66.28,39.82,56.4,63.23,42.49,114.26,84.07,69.33,111.07,104.65,65.25,0.0
Nov,1.59,22.36,0.4,2.92,22.48,8.37,0.1,6.07,17.0,0.48,6.25,21.79,3.8
Dec,0.1,4.41,0.37,0.1,4.74,0.0,0.0,0.66,0.0,0.0,0.48,0.0,0.1
