Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.57,8.42,0.0,0.0,0.0,10.32,8.2,0.0,17.86,0.0
Feb,2.11,4.07,0.0,0.0,0.0,0.0,1.65,0.0,2.02,0.0
Mar,1.36,1.87,20.4,2.05,0.0,1.72,0.0,0.0,0.0,0.0
Apr,0.2,2.24,0.0,2.85,1.73,10.61,1.05,1.64,0.0,2.3
May,4.22,4.33,0.87,0.4,1.25,8.11,1.32,3.57,13.93,0.0
Jun,55.13,65.05,26.13,78.92,77.75,23.18,83.43,83.03,42.6,52.3
Jul,305.36,318.83,108.36,168.52,269.87,234.61,267.25,232.55,258.15,363.5
Aug,259.23,286.13,68.76,276.75,266.84,264.57,292.82,260.26,273.66,277.3
Sep,302.42,320.88,51.49,220.28,155.34,104.97,147.03,324.85,107.21,299.5
Oct,5.77,20.58,14.4,20.11,19.28,0.0,0.41,25.0,28.57,0.0
Nov,0.23,13.66,0.0,2.58,7.68,11.0,1.49,9.67,0.0,0.0
Dec,2.49,6.66,11.63,2.7,3.21,4.98,3.89,8.09,0.0,0.0
