Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.19,2.92,0.02,0.3,3.09,0.0,0.09,1.59,3.28,0.09,1.56,0.0,0.0
Feb,0.26,1.08,0.78,0.64,1.2,0.0,0.25,4.88,9.16,0.34,3.36,3.66,0.0
Mar,0.81,4.08,0.0,0.6,3.86,0.0,2.24,10.32,0.0,2.25,16.3,16.51,1.4
Apr,1.4,4.16,0.0,1.51,7.43,0.24,0.42,15.03,0.0,0.33,4.67,0.0,0.0
May,3.4,14.17,4.46,10.68,23.72,0.0,0.0,14.12,0.0,0.0,24.54,17.69,0.0
Jun,132.05,123.05,92.74,118.57,127.09,95.92,49.84,56.68,62.41,47.87,52.64,65.86,148.1
Jul,192.5,193.61,139.47,193.31,196.23,143.73,237.87,174.63,139.32,250.37,173.81,134.78,144.3
Aug,134.54,147.16,120.97,138.09,120.56,121.62,104.86,141.74,117.05,117.0,140.81,121.78,175.8
Sep,163.82,156.83,95.97,165.45,154.04,108.4,111.1,142.01,115.53,106.97,139.91,125.54,43.7
Oct,14.74,38.97,19.01,13.78,37.84,15.24,46.41,38.31,27.55,46.22,32.87,30.49,0.0
Nov,6.05,26.04,1.7,14.73,27.52,0.0,0.73,5.78,14.47,1.44,3.27,0.0,7.1
Dec,0.47,8.85,0.0,0.59,9.33,0.0,13.04,14.59,0.0,10.05,32.71,9.31,0.0
