Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.24,8.09,8.79,3.76,7.79,16.54,10000,15.02,19.61,10000,16.7,0.14,4.3
Feb,2.08,20.36,0.0,0.31,16.49,22.23,10000,115.68,3.34,10000,45.39,15.32,6.0
Mar,3.56,19.36,0.79,1.88,12.44,6.85,10000,0.0,3.73,10000,0.0,0.0,0.0
Apr,17.91,29.76,0.0,12.05,29.1,0.0,10000,5.37,3.09,10000,0.0,0.0,16.0
May,43.68,37.39,44.52,63.98,51.47,37.07,10000,63.65,54.44,10000,63.65,63.04,0.0
Jun,168.17,192.71,85.87,167.16,191.85,98.55,10000,130.11,118.11,10000,130.04,116.99,167.5
Jul,227.14,299.76,0.0,239.4,193.19,0.0,10000,0.0,0.0,10000,0.0,0.0,325.7
Aug,327.85,351.57,0.0,318.89,320.37,0.0,10000,58.44,0.0,10000,58.49,0.0,468.3
Sep,195.19,197.47,121.48,178.11,196.19,120.67,10000,246.42,154.44,10000,246.43,140.7,153.4
Oct,55.98,79.13,110.96,61.94,121.8,99.84,10000,255.44,173.56,10000,255.43,162.6,78.7
Nov,57.93,20.52,67.96,15.4,23.42,41.22,10000,271.08,34.71,10000,52.28,25.85,25.7
Dec,1.47,2.49,0.0,0.71,3.13,0.0,10000,23.12,7.34,10000,23.13,9.83,0.0
