Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,11.21,11.04,6.39,24.63,9.32,7.58,0.0,15.45,1.89,1.6
Feb,6.55,7.19,17.93,0.9,0.44,0.0,0.3,0.35,5.77,0.0
Mar,0.0,0.0,7.1,47.71,0.0,19.47,22.92,0.0,15.69,0.2
Apr,0.35,0.63,0.0,5.44,7.97,8.46,1.13,9.67,0.0,8.8
May,1.35,3.91,9.66,0.0,10.26,10.83,7.62,10.54,1.52,7.3
Jun,14.77,18.64,3.5,48.8,55.57,30.91,51.34,48.81,23.62,77.3
Jul,121.03,112.98,92.52,154.68,156.53,104.8,149.42,198.15,140.52,304.8
Aug,217.61,57.99,51.58,280.84,143.91,143.77,181.38,152.08,153.23,43.0
Sep,111.17,101.76,57.92,135.15,139.66,122.45,128.87,145.54,130.45,114.2
Oct,1.97,10.7,3.06,0.9,14.55,20.88,0.53,22.24,9.7,0.0
Nov,0.11,5.01,5.77,0.1,4.83,0.0,0.11,9.43,5.53,3.8
Dec,1.08,4.19,3.69,0.1,2.53,0.0,0.53,5.2,5.92,0.0
