Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,1.73,9.19,0.0,3.38,5.81,4.12,3.09,0.0,0.0
Feb,0.0,0.4,0.0,0.03,0.19,3.39,0.0,0.27,0.0,0.0
Mar,0.0,0.53,20.44,0.1,4.74,0.0,0.06,5.2,16.48,0.0
Apr,0.69,0.46,0.0,0.0,1.21,13.83,0.54,1.12,12.72,1.8
May,0.0,0.0,0.0,0.21,0.0,0.0,1.78,0.0,4.94,0.0
Jun,10.38,15.65,47.36,35.24,51.01,50.72,15.79,36.32,53.64,31.2
Jul,389.12,359.28,102.4,505.8,305.45,293.72,305.31,380.96,303.45,136.9
Aug,224.25,247.42,58.21,64.7,150.41,139.26,146.63,79.29,150.34,92.0
Sep,319.84,192.59,52.5,54.78,79.97,81.9,53.71,114.11,88.4,33.3
Oct,1.42,11.34,4.52,0.1,0.01,9.03,0.12,3.23,14.98,0.0
Nov,0.22,8.19,0.41,0.1,0.0,19.61,0.38,1.65,4.23,0.0
Dec,0.1,0.0,8.87,0.1,0.44,0.0,1.29,0.63,0.0,0.0
