Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,62.67,22.09,9.15,34.29,32.27,24.1,24.53,44.12,7.89,18.1
Feb,80.46,53.23,13.93,37.1,13.3,24.76,26.44,7.17,43.85,31.4
Mar,47.89,47.96,16.29,46.34,28.33,30.27,36.0,41.02,40.13,35.3
Apr,19.25,50.65,17.73,46.27,56.55,24.06,42.97,56.28,18.87,51.3
May,69.83,67.99,20.16,52.5,55.49,37.62,50.72,48.77,39.68,63.4
Jun,158.01,201.78,69.3,163.04,212.79,136.88,158.52,222.98,141.72,162.6
Jul,392.38,378.33,99.89,441.0,405.84,369.46,433.13,338.84,381.37,381.3
Aug,242.9,400.63,91.49,514.6,411.42,355.38,387.62,229.22,359.31,338.2
Sep,179.47,342.81,33.44,117.59,169.69,167.89,162.19,378.03,174.48,233.7
Oct,20.71,82.1,0.0,24.5,6.58,32.83,30.12,42.03,37.83,0.8
Nov,0.0,10.69,0.0,5.08,4.43,6.57,3.4,1.99,16.79,35.8
Dec,12.87,22.42,0.0,24.8,22.43,0.0,25.3,26.06,5.75,0.3
