Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,60.5,81.43,6.97,0.0,23.02,31.65,35.42,16.52,30.48,9.0
Feb,146.11,130.17,5.21,89.99,126.21,81.57,88.88,126.87,80.13,61.8
Mar,80.42,101.46,6.2,83.9,145.44,113.4,81.77,109.57,106.47,126.9
Apr,198.8,110.01,5.61,239.02,173.09,100.81,145.33,188.05,116.88,180.4
May,120.86,49.5,6.24,0.0,65.21,75.87,70.79,90.06,68.71,67.8
Jun,43.85,37.96,24.41,0.0,64.3,30.6,58.8,64.49,46.58,63.2
Jul,77.53,55.6,0.0,31.6,95.81,58.55,98.15,129.13,66.02,93.2
Aug,99.66,56.16,30.4,67.96,91.67,72.65,87.28,87.59,58.42,50.8
Sep,21.72,35.39,0.0,58.77,75.17,51.96,62.48,56.42,53.49,24.5
Oct,16.78,26.67,8.98,54.49,84.13,44.71,55.32,113.21,33.88,66.7
Nov,44.4,18.39,0.0,101.0,62.9,17.68,39.81,64.37,14.23,99.5
Dec,3.48,25.93,0.0,0.0,29.71,28.55,22.12,20.11,6.77,14.5
