Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,13.19,22.79,0.0,18.53,0.0,3.84,0.04,0.0,11.87,0.0
Feb,7.49,15.25,4.65,6.9,0.0,25.66,2.63,13.09,7.32,17.5
Mar,1.22,11.56,0.0,3.95,4.84,9.63,0.0,10.3,5.35,1.0
Apr,4.52,7.93,0.0,0.1,7.26,16.2,1.27,8.7,0.94,19.0
May,4.69,9.75,2.33,6.1,17.97,0.0,9.7,18.32,0.0,1.0
Jun,119.42,125.03,50.6,58.87,87.21,54.51,75.72,100.22,60.94,138.0
Jul,295.78,298.77,93.04,202.77,227.39,213.57,243.75,178.93,221.62,224.0
Aug,358.34,361.81,115.91,0.0,280.94,247.35,345.31,297.33,247.55,293.0
Sep,401.9,236.59,47.29,141.76,147.56,131.21,174.23,180.29,136.0,160.0
Oct,34.63,39.94,13.07,32.5,20.11,42.13,49.94,41.03,39.64,1.0
Nov,1.74,10.55,17.24,0.0,7.04,17.6,0.0,6.88,13.82,0.0
Dec,5.0,8.53,5.59,2.15,1.81,0.0,4.78,10.6,0.0,32.0
