Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.94,12.76,0.0,5.55,12.02,13.65,9.73,7.7,4.38,9.21,5.21,3.85,1.5
Feb,14.3,13.33,0.09,12.09,12.9,0.0,4.84,8.42,2.09,4.95,14.06,10.15,1.3
Mar,4.21,8.35,1.69,5.56,8.55,1.45,12.23,25.06,2.58,13.65,23.89,0.0,4.2
Apr,5.85,8.29,0.67,5.89,8.21,0.0,41.27,25.74,0.0,21.16,17.64,0.0,33.2
May,17.51,24.63,38.01,25.01,27.55,0.0,24.28,62.4,32.81,24.42,58.78,37.05,37.1
Jun,107.91,123.57,71.34,111.8,133.9,88.93,83.29,161.16,69.77,83.24,100.31,110.6,144.0
Jul,311.99,327.03,1480.27,333.79,328.89,0.0,315.82,241.99,310.89,312.32,322.79,291.11,329.4
Aug,275.26,290.88,275.25,300.89,284.81,261.03,172.47,206.8,238.87,171.26,206.6,237.69,280.9
Sep,181.63,196.03,108.88,187.57,179.15,108.6,168.18,211.72,158.62,159.75,198.62,161.75,90.9
Oct,38.89,48.43,2.8,39.11,48.79,7.04,174.04,97.75,41.53,173.38,31.52,49.96,0.0
Nov,0.1,5.6,0.0,0.21,5.64,0.0,1.72,4.93,5.65,0.72,7.12,5.21,0.0
Dec,0.61,2.88,0.69,0.28,2.91,10.52,0.01,1.94,5.08,0.12,1.89,4.68,0.0
