Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.65,9.08,18.3,10.55,0.0,11.25,29.42,0.0,10.08,0.0
Feb,0.84,3.46,26.28,1.83,0.0,0.0,1.7,0.08,4.63,22.2
Mar,1.35,4.48,26.42,0.0,0.65,0.0,0.46,0.0,0.0,0.2
Apr,5.79,9.54,0.07,27.9,16.58,0.0,13.65,24.78,16.77,14.9
May,9.96,9.72,28.22,15.0,7.15,0.0,5.7,6.43,0.0,40.9
Jun,136.71,158.67,84.65,200.1,181.61,113.36,195.57,203.57,134.5,140.4
Jul,226.1,341.6,111.85,417.2,430.68,415.98,336.0,462.7,429.52,354.4
Aug,338.5,362.81,93.82,188.28,288.06,294.45,201.25,394.28,304.3,386.7
Sep,218.09,221.18,76.38,190.86,220.84,202.22,235.53,321.43,213.4,131.6
Oct,38.1,48.58,0.59,32.54,19.31,30.53,19.23,23.37,33.48,0.0
Nov,10.16,8.43,0.0,0.0,4.53,7.93,0.04,2.66,0.0,0.0
Dec,0.29,1.81,0.0,0.0,5.52,8.33,9.39,9.28,2.19,0.0
