Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,15.87,17.39,11.14,18.81,17.85,5.43,8.85,24.87,23.34,7.75,19.6,13.33,0.3
Feb,9.66,10.54,0.0,8.12,8.87,6.63,3.99,3.79,15.52,4.22,9.11,18.92,1.0
Mar,1.97,7.66,0.0,1.55,7.22,12.93,0.73,0.0,12.2,0.0,0.0,17.14,0.0
Apr,3.29,4.25,0.0,2.77,5.2,0.47,11.38,7.31,0.0,9.2,7.84,8.25,13.0
May,11.47,9.7,4.68,10.91,9.81,6.5,14.32,13.63,0.0,15.17,12.77,7.96,8.3
Jun,60.93,80.98,33.19,60.74,83.19,48.15,98.82,96.06,19.15,98.88,89.63,46.82,41.2
Jul,232.14,259.0,203.85,247.81,254.64,208.59,229.76,225.48,224.36,230.02,235.39,225.64,282.3
Aug,98.92,215.03,69.3,192.62,217.79,86.51,154.13,114.19,68.44,103.96,116.26,92.51,239.0
Sep,125.75,138.07,46.88,125.97,131.25,59.44,65.41,96.03,53.4,58.03,103.38,57.45,144.1
Oct,9.06,27.73,0.0,19.88,25.59,1.63,71.85,43.87,2.02,66.37,37.18,25.24,0.0
Nov,0.6,5.04,0.0,0.87,5.48,0.0,0.0,8.79,3.31,0.0,2.54,19.98,0.0
Dec,2.82,7.37,0.0,1.72,7.22,7.6,3.86,7.16,10.31,3.97,8.23,3.89,0.0
