Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.1,8.47,0.0,0.0,10.9,0.0,4.15,10.2,13.1,2.6
Feb,1.69,5.6,16.84,1.0,0.57,0.0,6.83,1.96,4.22,3.9
Mar,0.32,0.07,2.89,2.99,0.09,0.0,4.54,0.0,0.0,0.0
Apr,5.02,0.47,0.0,3.11,13.66,0.0,31.96,25.76,0.0,12.5
May,0.2,5.48,6.35,8.36,6.76,10.79,5.26,6.38,0.0,9.2
Jun,8.81,13.78,12.57,18.6,47.86,0.0,25.06,32.36,23.16,66.1
Jul,69.78,84.07,43.04,68.89,115.68,80.21,97.32,116.42,83.23,99.0
Aug,93.72,47.64,47.4,96.25,93.75,73.62,102.35,113.75,98.28,32.3
Sep,72.57,65.19,18.47,102.33,71.83,38.05,93.17,69.58,61.93,120.9
Oct,0.75,5.43,18.15,5.2,11.28,0.0,0.28,14.44,10.37,0.0
Nov,0.77,3.77,0.0,0.1,8.27,0.0,0.0,17.75,0.0,6.4
Dec,1.5,5.07,4.29,0.1,2.61,2.66,0.62,4.29,9.72,1.2
