Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,9.7,4.85,3.32,24.72,0.43,0.0,28.86,13.13,4.0
Feb,0.54,0.0,0.0,0.19,0.0,13.51,0.55,0.0,22.22,0.0
Mar,0.0,3.94,11.2,4.05,0.0,2.62,6.85,4.76,23.17,0.0
Apr,10.36,9.2,22.58,16.94,10.52,0.0,5.99,9.79,2.25,13.3
May,6.48,16.39,20.52,2.2,12.28,2.38,20.38,12.29,2.44,23.8
Jun,0.0,79.41,32.93,66.5,96.45,33.46,65.82,88.52,43.59,34.5
Jul,187.96,214.2,99.25,207.61,190.65,160.93,198.97,220.63,174.38,265.9
Aug,181.8,210.52,109.08,190.33,197.78,171.3,191.21,186.94,195.41,145.5
Sep,181.22,175.85,71.85,44.15,158.57,137.11,48.09,167.12,150.91,200.9
Oct,1.88,19.51,0.02,0.56,16.44,6.3,0.62,27.29,14.95,0.0
Nov,0.45,1.76,0.0,0.91,2.87,0.0,1.06,2.72,0.0,5.7
Dec,0.0,4.68,0.0,1.09,4.22,9.61,0.0,8.22,4.14,1.2
