Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,0.69,0.04,0.1,1.0,0.52,25.02,16.58,0.0,6.82,13.46,5.62,1.6
Feb,0.88,1.74,1.34,0.19,2.23,0.0,4.7,2.05,0.0,6.71,0.43,0.0,0.0
Mar,0.0,2.55,0.0,0.0,4.61,0.8,4.58,0.0,0.0,0.0,0.0,0.0,12.0
Apr,26.03,25.19,8.31,23.9,23.47,23.13,6.49,10.05,11.08,9.24,22.44,7.21,38.7
May,52.82,50.72,34.69,42.45,48.71,48.38,0.0,35.56,32.21,0.0,0.0,42.74,24.0
Jun,95.11,90.87,26.11,100.51,105.85,52.58,91.04,179.11,31.98,103.36,258.43,37.18,49.0
Jul,135.01,118.9,72.92,129.39,125.1,73.74,65.27,93.57,90.74,76.48,93.61,90.6,7.1
Aug,108.92,99.34,135.84,109.26,105.24,133.6,225.47,208.69,107.64,196.41,218.49,133.18,71.8
Sep,140.0,124.39,69.93,100.02,121.96,73.89,59.2,173.1,67.44,61.44,153.03,66.33,179.4
Oct,88.02,88.04,40.1,97.0,87.1,42.47,168.52,91.25,58.99,152.29,117.66,60.73,61.7
Nov,28.6,31.79,0.0,35.27,31.98,0.55,2.75,0.0,9.47,3.32,3.41,6.13,10.1
Dec,3.93,5.63,0.19,0.0,3.93,0.0,8.36,7.9,17.02,9.62,11.07,10.98,0.7
