Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.44,9.81,2.41,0.1,2.82,10.88,0.0,2.09,7.59,0.0
Feb,4.83,3.7,0.0,13.56,14.77,5.52,11.99,4.43,13.12,0.0
Mar,10.68,14.16,11.34,8.3,7.62,0.65,0.9,8.18,0.31,56.2
Apr,20.13,55.13,0.0,14.3,37.68,35.35,46.32,76.99,34.77,96.8
May,83.88,133.47,14.12,37.99,141.48,120.87,125.78,0.0,132.05,211.2
Jun,287.75,297.65,90.81,108.58,185.84,172.66,192.48,185.7,180.29,89.2
Jul,277.26,297.66,100.16,354.5,363.67,268.39,354.27,364.94,279.96,283.2
Aug,327.5,241.4,111.57,473.88,396.29,237.27,191.22,362.66,245.55,399.0
Sep,131.21,154.55,102.76,173.6,185.48,219.66,177.65,230.56,230.6,109.0
Oct,84.77,102.69,12.74,27.13,0.0,64.98,11.52,46.39,75.59,68.6
Nov,8.54,8.82,0.56,0.1,0.0,5.34,0.0,0.0,3.73,
Dec,1.65,0.56,0.0,0.09,0.02,11.9,0.09,0.0,0.0,
