Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.9,9.54,0.0,6.36,9.09,11.96,0.0,0.0,0.0,0.0,0.0,7.59,5.6
Feb,9.03,11.53,0.43,15.69,10.33,12.5,0.27,2.71,0.0,0.38,3.21,1.9,6.2
Mar,3.52,8.66,7.49,8.14,7.82,12.59,0.0,0.0,4.66,1.64,0.0,5.74,0.0
Apr,2.41,6.19,0.0,1.79,6.49,19.26,10.33,11.64,8.78,4.87,12.6,19.32,6.7
May,10.87,11.97,0.0,7.27,11.23,2.65,0.0,4.37,0.0,2.95,5.24,0.0,18.8
Jun,52.47,32.99,71.13,43.47,39.89,33.78,40.04,0.0,0.0,70.15,0.0,30.88,74.6
Jul,116.22,132.13,23.13,121.32,126.27,37.28,80.09,139.4,36.51,80.13,126.25,56.9,100.9
Aug,112.73,141.55,33.37,147.47,137.7,45.58,175.12,102.22,57.08,172.73,46.6,85.9,31.4
Sep,55.43,72.28,34.85,60.56,71.54,52.86,54.83,8.44,41.94,59.78,0.0,50.85,99.4
Oct,0.7,4.9,0.0,0.11,0.95,0.0,0.0,0.0,0.0,0.0,0.0,18.24,0.0
Nov,0.1,4.22,0.88,0.21,4.13,11.89,0.31,0.0,10.92,0.0,0.0,4.06,3.7
Dec,3.32,4.66,0.0,2.29,4.13,5.96,0.0,0.0,0.0,0.0,0.23,5.07,1.0
