Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,18.59,5.83,2.21,4.75,5.8,0.0,0.0,3.1,2.67,2.9
Feb,0.0,4.3,7.6,12.22,5.0,7.61,0.0,0.0,6.84,14.5
Mar,30.16,53.13,16.36,6.07,45.6,21.76,60.96,70.47,40.22,78.5
Apr,153.54,78.48,24.83,130.22,162.68,77.64,156.68,157.79,60.25,153.4
May,229.31,227.14,25.44,184.28,208.8,202.93,241.01,263.14,205.16,224.7
Jun,0.0,334.83,52.39,333.74,312.46,236.27,331.29,495.63,247.44,372.6
Jul,344.61,784.34,63.24,508.53,428.33,361.74,427.67,846.59,377.75,400.3
Aug,185.7,265.0,46.11,433.86,328.55,308.43,344.4,388.04,311.87,416.2
Sep,469.63,490.86,42.16,385.2,311.51,286.49,392.72,479.13,290.88,363.5
Oct,102.22,92.93,7.95,83.9,54.02,63.86,83.84,58.04,73.77,34.1
Nov,30.86,11.05,14.44,1.52,6.02,15.14,6.25,6.18,9.99,0.0
Dec,6.24,9.63,0.0,1.9,3.91,0.21,2.92,4.67,8.54,26.2
