Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,13.21,15.85,9.77,24.7,12.85,17.67,32.36,18.36,12.9,3.5
Feb,10.67,8.15,0.0,10.05,17.09,0.0,11.71,18.75,19.07,6.1
Mar,1.06,2.18,25.94,2.04,10.19,12.85,6.44,7.22,9.65,1.0
Apr,2.03,4.87,13.93,19.33,12.0,18.32,5.56,6.89,3.92,24.7
May,4.67,9.19,10.83,17.34,16.31,0.0,6.93,16.9,17.63,12.0
Jun,30.85,43.59,52.11,104.31,113.98,44.32,102.73,106.19,66.14,18.6
Jul,161.58,207.88,94.8,386.07,304.37,243.79,356.89,300.75,265.79,372.2
Aug,361.1,312.12,104.28,243.53,239.47,213.64,201.57,202.9,218.12,462.4
Sep,146.94,252.47,68.39,68.46,184.08,145.37,157.25,241.87,158.14,228.4
Oct,37.85,47.06,8.89,1.34,21.22,14.64,4.04,56.77,32.5,23.5
Nov,0.71,4.07,0.0,0.4,4.5,0.0,0.0,4.55,18.05,0.0
Dec,5.14,9.24,0.0,1.3,7.2,5.31,5.11,29.39,0.0,0.0
