Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,14.02,21.37,0.0,12.0,21.39,17.29,15.28,15.45,6.52,14.11,16.61,12.5,0.0
Feb,16.59,23.45,0.0,11.98,19.87,1.6,1.49,1.87,0.13,2.49,4.06,10.57,3.3
Mar,10.42,15.76,0.0,6.76,11.94,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0
Apr,5.98,7.67,0.95,4.71,17.12,2.45,0.25,22.34,0.0,5.03,39.45,21.6,2.1
May,19.6,12.02,10.68,13.75,9.16,9.19,23.15,15.03,5.16,16.83,14.89,0.0,26.7
Jun,128.42,131.57,27.5,112.77,113.04,48.33,153.75,66.03,30.62,152.25,40.88,45.23,75.8
Jul,366.77,359.9,0.0,297.64,364.24,0.0,553.27,508.77,592.06,556.51,720.63,557.41,221.2
Aug,152.64,270.87,0.0,172.96,244.26,0.0,165.28,367.36,108.01,166.39,443.08,137.86,417.3
Sep,113.44,183.59,31.08,141.36,110.41,54.84,115.74,162.88,78.47,148.9,142.35,109.85,207.4
Oct,20.55,39.34,10.4,24.57,49.56,17.59,28.32,41.98,8.45,28.87,22.81,28.37,3.7
Nov,1.3,9.01,0.0,0.33,6.98,0.0,0.36,1.16,11.02,0.36,1.4,0.0,0.6
Dec,0.78,4.74,0.0,0.6,4.91,0.0,6.41,0.56,0.0,6.58,0.0,11.06,1.0
