Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,8.21,14.77,15.15,0.79,9.17,0.0,2.94,5.24,12.21,0.0
Feb,4.76,6.05,1.49,12.18,10.77,0.0,9.53,8.96,0.0,0.0
Mar,0.31,0.0,10.12,0.0,0.0,17.12,6.21,0.0,0.0,0.0
Apr,3.29,6.37,23.52,4.0,9.46,0.0,3.37,10.55,8.49,6.9
May,11.33,18.51,0.0,1.49,38.29,0.0,36.83,36.99,12.37,9.5
Jun,53.39,57.2,83.68,40.77,67.17,25.11,34.9,77.19,55.86,64.9
Jul,306.32,160.73,106.86,50.23,68.1,160.53,37.26,126.39,186.66,292.5
Aug,214.83,214.85,104.72,250.8,280.19,245.6,250.97,278.35,257.82,207.8
Sep,100.38,103.0,63.97,65.81,111.98,102.74,93.6,102.85,107.53,162.5
Oct,44.63,66.0,26.15,0.0,21.01,38.6,11.41,40.93,30.7,3.3
Nov,1.55,7.12,20.8,0.0,4.87,0.0,0.0,1.57,2.49,0.0
Dec,1.93,3.25,0.0,0.21,1.77,0.0,2.68,9.81,0.0,3.6
