Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,1.44,0.0,0.1,1.74,0.0,0.04,2.95,3.37,0.18,0.88,0.0,0.0
Feb,0.19,1.69,0.0,0.16,1.7,5.99,0.67,0.4,11.63,0.37,0.4,0.0,0.2
Mar,3.13,4.82,0.0,2.36,4.8,10.12,2.65,6.89,0.0,10.93,13.55,9.51,0.0
Apr,7.6,19.99,0.38,5.15,17.62,0.0,12.56,0.0,1.7,3.58,0.0,20.16,18.4
May,29.27,35.19,0.93,31.77,33.87,0.0,60.52,30.31,14.29,57.85,21.97,0.37,19.9
Jun,16.79,78.0,178.05,28.04,81.37,174.11,67.4,162.64,227.92,50.91,162.43,194.89,122.7
Jul,94.11,133.51,20.98,70.37,144.45,33.36,176.54,135.0,45.06,176.14,137.88,72.0,46.9
Aug,123.35,119.95,130.7,123.35,114.27,130.78,256.3,78.66,104.69,166.33,83.42,107.42,61.5
Sep,144.19,143.05,156.95,145.18,145.19,155.97,82.87,80.97,139.04,78.28,81.05,143.89,41.5
Oct,66.54,100.93,116.38,66.04,104.23,114.37,99.34,77.4,117.22,237.32,60.98,116.93,18.4
Nov,10.7,26.95,0.0,9.46,25.2,0.0,2.24,0.0,21.44,2.05,0.0,11.62,18.8
Dec,0.63,5.82,0.82,0.95,6.26,11.65,0.02,1.75,6.36,1.09,1.53,0.0,0.0
