Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.2,1.44,21.48,0.0,0.0,0.0,0.0,0.0,1.27,0.0
Feb,0.98,0.73,0.0,0.12,0.0,7.98,1.92,0.0,0.0,0.3
Mar,17.13,8.32,0.0,11.6,0.0,18.97,18.03,24.21,10.77,39.2
Apr,27.91,22.32,32.02,20.22,27.05,20.23,20.99,27.06,22.82,23.7
May,53.43,55.95,38.19,76.8,78.29,79.93,75.75,52.72,74.09,183.6
Jun,212.5,414.17,135.47,113.81,105.83,93.82,94.08,113.88,96.9,113.5
Jul,152.02,437.18,144.36,76.26,113.28,116.01,128.64,192.54,119.2,103.6
Aug,121.56,249.87,78.68,109.57,93.14,89.31,84.0,35.96,88.33,97.0
Sep,207.84,203.72,74.47,80.44,29.04,109.79,93.33,34.58,111.9,68.2
Oct,76.25,121.5,27.86,149.01,49.1,72.32,60.16,43.74,76.99,51.2
Nov,34.89,47.54,31.84,6.25,9.97,29.14,6.99,9.74,31.35,23.3
Dec,1.43,8.72,0.0,7.7,6.33,12.66,2.33,4.72,15.69,10.0
