Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.17,6.49,2.52,4.38,7.12,5.68,0.0,0.0,21.09,0.0,0.0,14.42,0.0
Feb,2.36,4.28,0.91,2.58,3.96,16.34,0.1,10.12,7.52,0.38,8.76,0.0,0.0
Mar,2.19,4.01,0.0,2.14,4.24,7.91,13.43,3.07,0.0,14.84,5.49,0.0,0.0
Apr,0.65,2.99,0.0,1.53,2.8,0.0,2.08,2.96,2.89,3.36,1.68,0.0,3.5
May,8.11,10.16,0.0,7.48,10.13,15.3,5.01,12.63,0.35,5.6,13.21,8.09,0.8
Jun,66.19,61.54,49.83,68.83,61.06,60.98,80.97,50.61,50.87,80.87,52.99,56.07,111.8
Jul,211.94,250.81,124.46,235.14,248.57,137.0,141.95,214.52,146.28,142.71,271.11,141.79,404.3
Aug,241.75,232.29,107.35,248.03,255.28,127.37,485.43,404.24,0.0,490.02,713.14,0.0,167.6
Sep,88.77,108.86,23.15,98.22,114.1,37.63,52.28,65.7,26.24,50.05,67.31,39.18,325.1
Oct,7.5,13.65,0.08,7.65,12.54,0.75,12.03,0.0,16.3,17.89,77.22,14.2,0.0
Nov,0.95,7.86,0.67,1.54,12.54,16.4,1.77,0.0,10.63,1.79,0.0,10.15,0.0
Dec,0.23,2.52,3.26,0.21,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
