Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.12,57.6,0.0,13.6,0.0,27.32,9.56,0.0,25.17,14.1
Feb,26.74,52.76,2.3,0.39,21.85,16.9,18.27,20.11,38.5,40.8
Mar,63.16,70.91,13.36,56.79,14.06,22.66,43.5,22.69,53.16,11.6
Apr,13.84,38.15,0.0,62.11,33.36,30.12,63.5,38.24,15.35,55.3
May,20.94,48.3,9.26,30.83,27.21,6.08,12.62,19.45,25.32,46.7
Jun,269.42,178.51,17.72,170.47,175.04,99.39,206.15,201.48,110.18,130.8
Jul,255.89,322.02,64.31,264.66,270.84,260.42,288.08,291.52,265.89,326.9
Aug,272.0,270.14,67.04,257.85,239.11,232.86,254.11,239.83,230.76,360.1
Sep,203.14,205.47,38.78,90.93,161.96,155.29,133.59,195.61,157.47,292.8
Oct,65.43,34.5,7.57,2.21,21.18,27.8,0.0,59.48,23.08,2.6
Nov,3.83,19.72,4.83,10.15,19.1,1.06,4.13,13.91,23.63,32.2
Dec,18.54,41.36,4.14,28.3,43.88,1.05,49.61,80.28,24.07,13.7
