Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.49,11.39,1.4,2.52,0.0,0.0,0.0,0.0,2.45,0.0
Feb,1.36,7.96,0.0,8.0,7.29,0.88,8.08,18.43,17.41,8.6
Mar,0.36,1.71,0.0,0.1,0.0,4.95,4.36,5.67,0.0,0.4
Apr,0.0,1.03,0.0,0.77,1.56,2.0,0.0,0.0,0.0,0.0
May,1.51,3.51,0.0,0.81,12.01,0.0,1.03,12.53,7.3,0.0
Jun,62.77,84.72,78.85,79.02,120.3,54.06,73.02,132.12,88.12,128.6
Jul,311.39,265.06,128.47,324.95,365.77,332.82,364.44,370.79,343.21,336.6
Aug,292.39,296.25,96.21,431.3,288.28,268.62,300.99,356.36,272.92,300.0
Sep,107.98,192.31,66.0,187.56,172.08,151.13,197.87,228.47,164.5,166.0
Oct,4.91,18.94,0.0,30.87,53.41,42.67,23.41,85.02,51.85,0.0
Nov,10.76,14.17,0.0,0.19,1.42,10.28,0.0,3.56,2.75,0.0
Dec,3.21,9.57,0.0,0.14,0.23,0.0,2.86,0.0,8.57,0.0
