Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,11.72,14.42,0.0,12.06,14.89,0.0,2.71,17.09,17.73,9.15,0.0,5.63,0.0
Feb,5.85,13.74,0.2,2.73,10.77,0.0,0.1,3.41,7.66,0.12,2.79,5.46,0.0
Mar,6.12,12.95,8.5,4.27,11.41,0.0,27.91,26.17,24.54,25.73,28.12,1.22,0.0
Apr,5.62,11.03,0.0,4.09,13.2,0.0,8.58,27.49,5.7,6.46,5.27,11.22,27.1
May,32.2,39.11,44.76,59.44,44.47,32.99,64.09,98.23,38.91,64.14,0.0,61.77,15.0
Jun,69.36,138.92,42.79,81.69,167.4,70.27,103.17,47.94,65.19,107.22,0.0,69.75,101.8
Jul,315.78,298.11,126.62,307.52,315.39,104.45,265.48,248.57,257.3,267.39,179.18,257.93,140.6
Aug,288.7,275.41,265.75,269.2,242.59,267.64,138.3,218.75,216.08,156.72,193.38,216.31,283.6
Sep,220.38,229.39,92.85,230.27,221.65,91.58,199.89,241.41,122.79,191.04,246.07,135.34,86.5
Oct,46.26,78.42,45.26,65.77,84.41,58.54,52.12,67.05,53.71,52.34,32.1,57.17,10.6
Nov,0.62,5.33,0.0,0.35,5.22,0.0,0.0,0.03,0.0,0.0,0.03,2.95,0.0
Dec,0.1,1.88,0.76,0.11,1.59,5.85,0.0,0.0,5.61,0.0,0.0,0.0,11.8
