Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.06,2.79,16.91,0.77,0.0,0.0,0.0,0.0,13.21,0.0
Feb,0.07,0.61,17.65,0.0,0.0,15.81,0.33,0.0,10.6,0.0
Mar,0.1,0.0,11.93,0.1,0.0,11.54,0.0,0.0,0.0,0.0
Apr,0.3,0.72,7.18,7.42,2.37,8.63,3.07,2.77,0.69,0.0
May,0.0,0.0,5.29,0.6,0.0,0.0,0.15,0.0,1.5,0.0
Jun,19.85,4.33,32.8,12.9,42.4,22.96,18.94,50.65,52.14,89.3
Jul,398.28,383.49,106.37,253.72,312.93,294.92,329.3,365.81,309.56,205.8
Aug,263.61,271.2,83.26,205.42,175.67,200.1,193.92,96.0,206.68,135.8
Sep,93.39,149.15,54.88,38.96,60.04,131.71,37.35,70.76,146.81,77.9
Oct,1.02,5.85,0.0,0.1,0.0,4.99,0.0,0.0,20.56,0.0
Nov,2.74,7.27,4.92,0.0,0.0,6.87,1.75,0.0,0.0,0.0
Dec,0.12,1.12,0.0,0.1,0.52,0.0,0.0,1.3,0.0,0.0
