Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.7,4.94,0.0,7.75,6.01,9.24,13.17,1.53,0.0,0.0
Feb,0.89,3.92,0.0,0.0,0.0,0.0,0.52,0.0,13.05,0.0
Mar,3.08,1.44,0.0,0.0,0.0,12.67,2.21,0.0,0.25,1.6
Apr,1.41,2.97,7.99,0.1,3.31,12.59,0.68,3.55,0.0,1.5
May,2.98,6.76,27.58,0.3,0.0,0.0,0.0,0.0,17.13,4.7
Jun,19.07,33.09,15.61,47.67,50.43,16.4,47.7,48.17,20.7,101.0
Jul,131.74,145.88,63.76,115.28,159.75,109.42,188.45,178.2,126.38,284.0
Aug,45.67,95.85,36.47,236.12,168.81,146.16,162.18,196.43,163.95,89.4
Sep,86.63,104.84,4.47,95.82,98.08,48.33,91.01,96.5,56.25,91.1
Oct,4.85,11.79,0.0,1.0,26.14,18.8,0.0,37.63,3.06,0.4
Nov,0.31,5.74,0.0,0.0,6.49,0.0,1.52,12.42,0.0,0.0
Dec,2.58,3.45,4.3,0.0,1.65,0.0,0.0,2.25,9.1,0.0
