Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,18.66,24.43,17.55,0.0,23.87,21.91,16.0,16.51,13.23,2.0
Feb,9.89,15.0,10.23,15.43,32.23,30.52,5.13,41.17,24.62,10.3
Mar,3.1,6.35,23.68,2.46,1.16,18.2,20.07,1.94,11.68,3.7
Apr,5.34,6.07,3.57,27.89,14.92,13.48,18.99,15.63,4.98,15.3
May,4.71,10.07,21.56,18.4,13.03,0.0,9.89,12.93,5.88,11.3
Jun,34.86,44.08,52.81,90.72,105.13,59.47,84.4,108.57,62.28,113.9
Jul,183.27,203.62,103.19,302.68,228.61,179.14,183.44,167.38,206.57,449.7
Aug,331.38,288.23,83.1,349.5,267.52,218.97,262.62,273.34,230.92,262.5
Sep,217.78,229.82,28.0,162.4,199.16,164.45,183.81,264.72,168.11,151.1
Oct,22.81,33.86,21.73,7.97,29.37,30.8,0.0,29.84,33.03,34.3
Nov,8.07,9.1,0.0,0.0,7.21,9.61,0.0,3.22,8.17,0.7
Dec,8.17,13.73,0.0,2.8,10.72,0.0,12.71,22.64,4.81,1.0
