Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,24.56,22.85,10.62,113.9,34.27,20.78,1.77,29.42,19.2,53.9
Feb,0.84,7.1,18.35,0.0,1.96,0.35,3.13,2.77,1.9,1.1
Mar,22.33,15.83,6.11,0.5,10.49,7.7,0.0,0.18,12.66,7.4
Apr,20.54,44.57,28.21,0.1,13.51,8.95,5.84,32.08,11.47,2.4
May,76.75,147.35,17.83,121.75,166.63,59.65,109.69,158.02,74.45,4.6
Jun,40.37,53.01,31.95,83.34,59.39,33.17,61.71,55.04,43.02,49.9
Jul,41.12,54.42,40.5,71.24,58.54,48.0,53.69,53.93,45.07,47.7
Aug,107.9,109.32,44.61,119.04,141.69,112.64,117.79,87.55,114.09,131.2
Sep,193.24,136.35,37.26,96.39,96.04,84.42,80.21,100.17,95.22,45.8
Oct,254.7,259.33,82.8,114.9,155.52,166.0,138.15,298.01,180.59,216.1
Nov,157.83,240.45,52.87,276.77,274.42,305.23,275.93,273.69,317.04,353.9
Dec,65.2,120.95,51.77,104.16,158.63,164.53,163.8,132.7,166.97,51.0
