Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.82,4.56,15.52,0.0,1.2,0.0,0.79,5.96,0.0,0.0
Feb,0.75,3.99,15.29,0.1,0.0,0.0,0.0,0.0,0.0,1.6
Mar,9.35,6.81,0.0,15.9,4.3,14.05,12.31,23.11,1.4,16.1
Apr,61.17,44.69,40.03,21.52,52.49,31.28,58.83,71.16,45.97,47.5
May,116.61,126.34,59.24,148.5,102.55,88.85,129.87,160.42,95.39,170.4
Jun,249.09,243.08,50.46,37.0,45.51,40.0,45.9,47.32,46.34,36.3
Jul,252.76,258.44,88.01,72.71,75.17,58.64,72.86,74.9,62.13,28.3
Aug,193.47,206.45,39.26,112.11,74.37,76.55,79.48,85.73,73.24,66.4
Sep,84.24,119.09,14.72,33.6,101.06,108.56,105.95,114.58,109.23,97.8
Oct,197.73,191.61,45.6,31.82,107.19,121.25,111.27,27.01,122.88,87.3
Nov,108.52,104.37,46.1,56.43,50.27,70.78,38.45,46.62,74.53,21.1
Dec,20.91,29.11,0.87,9.19,10.91,7.37,9.64,11.61,10.95,4.5
