Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,69.23,69.61,177.09,72.68,67.37,164.36,51.96,0.0,29.28,52.54,0.0,34.16,0.0
Feb,69.79,63.86,34.96,62.42,60.72,39.94,139.04,70.39,48.3,76.13,26.91,52.49,42.7
Mar,47.3,67.0,34.57,36.88,78.73,37.17,39.05,102.88,53.28,31.39,127.24,52.13,57.4
Apr,45.68,75.29,137.34,47.14,87.19,125.47,0.0,63.35,188.09,57.92,37.08,174.96,74.2
May,35.77,48.51,19.62,37.23,58.69,21.89,30.22,89.43,34.69,10.74,78.92,40.83,46.7
Jun,52.33,62.25,52.4,28.74,49.77,61.2,15.23,5.5,45.69,15.4,2.79,24.94,86.7
Jul,105.45,155.65,32.19,97.25,133.26,45.27,38.27,59.98,52.25,35.84,64.25,47.73,29.2
Aug,128.05,144.72,34.96,144.94,131.85,53.93,81.89,90.4,54.87,82.28,86.48,48.33,55.8
Sep,61.62,87.04,5.59,72.22,94.74,7.99,35.05,57.29,57.44,34.84,71.04,45.96,32.0
Oct,9.57,16.86,0.22,0.0,20.37,0.0,10.55,12.38,20.39,10.93,17.26,8.13,19.2
Nov,6.49,11.68,1.85,15.28,9.68,5.66,28.83,9.88,15.66,29.04,8.74,5.14,75.5
Dec,10.82,29.24,0.0,4.64,22.83,1.3,39.89,0.0,20.2,43.08,0.0,32.5,9.5
