Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.16,9.78,0.0,0.0,13.48,0.0,52.96,13.87,2.38,0.0
Feb,1.34,0.0,5.78,0.0,3.41,12.4,0.0,0.0,0.0,0.0
Mar,0.0,0.0,0.0,3.6,5.13,18.24,3.14,4.6,5.9,0.0
Apr,103.29,12.32,22.2,8.74,39.24,13.82,30.82,66.91,27.94,52.8
May,98.73,60.18,17.68,32.88,75.01,75.97,74.55,156.94,94.23,99.3
Jun,140.89,87.35,47.46,21.13,81.49,78.92,95.61,75.85,95.94,214.3
Jul,243.28,267.32,78.15,261.3,318.79,288.04,295.32,458.03,299.07,362.8
Aug,296.31,282.7,112.68,265.05,272.02,235.52,286.25,261.08,250.63,262.4
Sep,225.52,216.1,70.64,238.9,231.63,214.82,215.1,251.5,219.91,612.8
Oct,187.86,183.37,45.13,75.9,143.69,183.84,157.37,135.57,190.35,277.9
Nov,10.35,35.79,0.0,28.86,55.86,44.59,38.15,18.39,43.56,0.0
Dec,0.73,7.25,9.25,0.0,14.39,16.74,16.11,35.6,8.85,1.9
