Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,28.6,16.78,0.0,10.71,4.53,2.8,8.99,7.45,0.0,0.0
Feb,5.26,11.22,0.0,13.17,16.0,12.04,10.16,14.16,7.48,0.0
Mar,2.24,2.38,0.0,0.42,3.63,0.0,0.88,2.91,11.42,0.0
Apr,6.08,8.73,0.0,7.6,20.93,0.0,20.22,21.31,15.27,9.6
May,19.56,32.09,0.0,2.08,51.39,43.14,34.8,73.98,35.39,69.1
Jun,109.34,88.2,58.79,72.08,102.04,67.73,83.91,109.16,87.25,51.1
Jul,154.02,155.11,110.05,240.5,184.72,176.35,169.57,145.8,189.68,302.0
Aug,225.23,266.57,120.15,179.0,216.23,181.66,237.08,215.08,201.2,348.0
Sep,153.87,161.46,68.21,203.81,173.18,153.19,197.7,155.35,165.55,60.0
Oct,33.38,50.43,16.88,45.69,31.03,51.31,24.49,20.32,51.96,0.0
Nov,0.5,5.1,14.59,0.07,0.01,11.66,0.07,0.0,0.11,0.0
Dec,1.34,2.43,0.0,0.5,1.25,0.21,0.66,2.3,0.34,0.0
