Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.3,5.34,0.0,2.64,5.07,10.84,0.0,0.0,0.0,0.0,0.15,0.0,13.8
Feb,10.04,20.05,10.97,10.69,20.25,0.0,72.85,31.49,22.64,70.64,24.19,24.3,8.4
Mar,19.59,38.54,99.11,38.95,33.09,55.56,136.28,482.5,327.43,137.88,334.41,297.87,40.0
Apr,59.79,162.35,370.5,60.67,161.01,328.65,216.74,432.76,551.01,176.55,608.87,482.7,219.6
May,279.67,332.29,0.0,277.12,335.28,0.0,682.0,359.38,0.0,682.06,235.47,0.0,695.9
Jun,493.91,520.9,0.0,513.9,524.79,0.0,159.07,162.33,360.9,95.56,239.4,351.7,630.7
Jul,398.93,411.76,0.0,392.73,373.09,0.0,274.22,475.33,240.24,273.73,220.71,237.56,161.2
Aug,438.63,467.58,0.0,426.58,464.8,0.0,370.86,506.87,0.0,447.72,495.15,0.0,415.9
Sep,249.62,281.69,260.52,252.48,287.53,259.38,235.24,298.53,0.0,243.8,206.34,0.0,188.2
Oct,171.31,210.35,374.21,245.57,214.54,341.05,165.91,632.71,373.7,152.25,803.18,442.28,95.4
Nov,26.19,46.07,0.04,26.17,46.68,0.0,5.5,79.87,22.9,4.59,0.0,19.59,13.5
Dec,4.46,5.98,44.81,3.72,9.31,0.0,21.65,0.0,0.0,17.78,176.66,20.59,28.0
