Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.91,11.71,1.33,0.1,7.02,21.19,9.39,15.82,22.25,1.7
Feb,6.5,6.96,0.0,6.4,4.09,0.0,0.0,4.55,5.42,4.7
Mar,0.99,2.25,17.93,18.72,6.52,15.18,15.39,9.12,7.71,0.8
Apr,1.0,2.66,0.0,2.36,12.1,0.0,15.99,11.0,12.4,14.9
May,4.76,6.58,12.0,7.3,7.48,11.47,5.79,7.13,9.36,7.4
Jun,27.69,39.58,49.12,66.46,56.19,25.86,58.04,53.56,40.05,15.7
Jul,194.32,183.61,76.13,79.86,151.92,102.93,147.06,167.21,133.18,420.1
Aug,209.14,214.53,106.0,195.73,135.1,109.05,148.96,159.27,128.64,261.7
Sep,183.04,177.05,49.02,69.64,88.0,64.96,66.89,138.02,78.4,147.1
Oct,7.14,22.98,0.66,10.76,14.01,21.34,10.97,16.82,10.23,0.0
Nov,0.35,5.28,17.85,34.34,14.84,18.56,45.84,16.58,5.83,2.0
Dec,1.15,7.09,0.0,1.71,2.95,0.0,8.9,10.7,2.55,0.0
