Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,11.59,7.64,6.09,3.76,1.39,11.51,4.54,2.29,12.57,0.0
Feb,2.79,2.83,20.09,0.3,3.01,26.16,0.0,2.17,12.68,1.4
Mar,0.52,0.06,0.0,3.02,0.0,14.0,0.0,0.0,8.99,0.0
Apr,1.95,1.27,0.0,9.44,4.46,0.0,2.8,3.41,0.93,12.1
May,0.18,4.33,25.4,4.3,13.51,0.0,7.95,12.5,4.19,10.1
Jun,25.67,38.46,53.95,69.2,75.97,28.55,87.69,76.03,41.42,79.7
Jul,157.17,194.36,109.73,109.4,213.38,146.51,220.14,218.48,170.69,219.6
Aug,216.34,182.07,96.99,448.8,229.53,189.86,304.62,195.39,205.88,292.5
Sep,157.62,161.57,37.19,16.25,114.39,78.08,63.35,283.22,90.46,143.3
Oct,4.06,7.78,18.13,0.0,21.19,30.64,0.0,21.37,27.27,0.2
Nov,0.15,10.01,4.23,5.13,7.89,2.68,4.25,9.42,0.0,0.0
Dec,3.3,5.98,9.01,17.43,10.2,0.0,31.26,33.16,12.06,0.8
