Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,1.99,16.65,0.0,2.4,0.0,0.0,2.53,12.2,0.0
Feb,10.87,5.06,7.36,39.78,5.23,3.85,5.71,10.68,4.23,0.0
Mar,64.78,14.0,0.23,35.96,22.03,10.65,26.74,40.18,4.65,25.6
Apr,178.02,50.33,22.39,66.35,77.01,60.52,49.4,71.67,57.11,47.4
May,92.45,56.55,33.27,112.67,71.27,83.37,92.49,58.54,84.34,129.7
Jun,347.37,367.34,148.13,503.75,288.46,276.61,247.71,278.22,281.08,568.0
Jul,706.52,290.52,194.87,482.28,363.55,724.9,875.8,0.0,744.8,294.1
Aug,458.25,379.51,91.35,511.14,784.49,407.81,558.38,952.73,416.28,241.6
Sep,362.5,265.89,55.56,265.34,254.51,264.48,234.16,218.96,272.18,129.0
Oct,54.7,100.46,32.9,70.12,78.76,115.29,91.72,69.88,123.42,89.7
Nov,79.79,66.47,0.0,53.48,91.62,74.38,60.71,101.04,71.66,64.9
Dec,0.0,18.57,0.0,14.36,9.09,11.66,7.22,6.54,10.65,0.4
