Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,42.81,26.01,6.24,67.91,33.5,24.41,7.23,31.33,19.04,1.0
Feb,0.0,3.86,3.06,0.3,1.46,0.45,1.26,4.74,0.53,0.0
Mar,8.25,18.23,0.0,0.1,18.35,14.11,0.15,19.19,9.66,33.6
Apr,9.64,41.75,22.24,0.1,28.69,29.77,9.21,48.7,22.35,1.6
May,106.5,161.92,36.38,19.53,147.07,70.13,118.07,145.91,73.05,16.8
Jun,3.14,78.83,23.86,15.41,76.69,66.96,49.19,94.98,60.62,78.0
Jul,58.81,75.29,34.97,53.43,77.44,62.44,48.13,67.19,62.35,27.9
Aug,115.79,165.38,20.95,177.28,185.49,145.55,163.9,197.38,150.48,138.8
Sep,122.82,158.6,50.79,115.9,136.52,126.42,136.61,160.57,123.62,124.5
Oct,235.31,302.74,53.71,64.1,155.83,171.51,141.03,212.32,174.85,227.7
Nov,249.61,299.92,76.79,321.98,312.52,324.06,291.87,294.11,330.49,340.7
Dec,68.36,141.37,58.49,49.44,202.97,195.68,170.56,198.06,199.68,64.0
