Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.13,12.57,0.0,4.32,7.46,13.19,6.44,9.66,6.38,7.3
Feb,26.43,28.79,3.06,18.5,21.0,12.86,21.33,11.43,19.4,15.1
Mar,30.16,48.63,32.68,11.58,59.09,38.18,53.98,21.84,53.05,84.1
Apr,121.16,134.37,31.92,223.02,187.54,179.7,186.88,193.03,185.38,166.0
May,292.1,211.74,85.29,167.04,240.31,202.52,252.49,215.1,211.04,143.7
Jun,235.26,263.46,132.26,218.47,240.51,220.42,211.55,237.32,230.25,349.9
Jul,347.08,349.09,133.96,417.5,364.96,350.51,325.26,364.32,355.75,249.5
Aug,281.37,257.88,105.59,338.57,280.31,260.52,284.38,228.35,267.72,252.3
Sep,165.7,228.53,77.21,243.29,240.56,253.71,256.05,274.4,258.57,221.3
Oct,131.02,145.95,32.23,115.2,103.75,103.28,113.25,88.97,99.59,33.7
Nov,26.1,36.48,19.32,4.2,8.52,6.67,6.68,3.75,9.58,27.1
Dec,6.56,12.21,0.0,0.1,8.12,2.88,1.22,10.33,6.26,43.7
