Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,1.86,0.0,1.84,1.72,0.0,0.99,0.0,0.08,0.0
Feb,3.4,0.69,0.0,1.0,0.0,0.0,3.79,0.0,0.95,0.0
Mar,30.08,8.19,3.94,9.82,0.0,13.36,14.83,0.0,1.14,27.9
Apr,0.0,34.49,10.81,44.8,36.92,19.39,42.26,49.64,33.76,37.1
May,94.27,50.37,27.1,61.0,83.02,53.45,78.11,103.42,67.37,176.9
Jun,411.11,426.67,139.61,117.73,105.81,88.46,115.09,117.97,94.45,101.9
Jul,571.76,533.94,123.16,83.45,142.18,143.11,138.65,223.61,145.83,91.3
Aug,441.23,405.66,99.05,91.2,104.01,98.6,87.78,68.63,103.32,101.4
Sep,270.9,141.37,59.25,142.21,82.93,91.12,70.23,69.24,97.07,61.1
Oct,0.0,98.46,43.31,128.43,47.98,79.03,0.0,50.1,76.09,108.0
Nov,31.5,54.73,13.21,8.19,17.73,33.34,15.46,59.43,39.88,20.2
Dec,5.15,10.69,22.34,0.0,1.62,5.18,0.0,0.66,0.0,0.6
