Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,18.52,23.08,4.86,17.63,22.92,16.38,11.09,21.85,9.14,14.06,16.27,4.44,0.0
Feb,17.33,24.53,0.0,12.94,20.79,21.25,7.06,16.27,0.04,6.94,15.44,12.6,11.0
Mar,7.78,21.25,0.96,17.37,21.99,10.05,2.23,9.73,8.85,2.12,21.31,17.35,0.0
Apr,9.9,11.21,0.0,8.32,11.48,21.09,13.61,6.5,8.29,15.3,6.82,1.33,8.2
May,5.75,12.2,0.23,9.38,10.92,0.0,15.5,15.49,0.45,12.1,11.2,5.41,0.0
Jun,147.57,153.73,87.99,140.81,155.65,91.96,104.11,140.34,109.24,102.58,99.92,115.2,120.0
Jul,370.58,378.07,0.0,350.74,364.78,0.0,332.74,259.65,0.0,331.09,357.76,0.0,334.8
Aug,429.25,392.94,0.0,401.41,395.83,0.0,363.16,322.13,0.0,363.54,367.72,0.0,407.0
Sep,206.62,190.83,96.24,191.27,196.51,105.41,220.08,235.87,151.86,218.92,265.44,137.38,166.6
Oct,30.01,49.2,26.85,28.66,52.6,37.12,62.31,68.14,59.16,59.82,67.49,62.88,2.0
Nov,1.75,10.61,0.98,0.79,10.54,14.89,0.53,16.66,23.15,0.64,3.85,24.68,0.0
Dec,0.7,9.27,0.49,0.74,9.42,5.63,0.02,3.69,6.81,0.0,3.5,0.0,10.2
