Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,9.17,12.15,0.09,16.64,13.76,3.94,0.0,4.03,7.9,0.0,7.78,1.53,0.0
Feb,32.41,28.84,0.0,32.44,22.87,24.15,0.0,0.0,24.54,0.0,7.33,30.89,7.3
Mar,66.13,62.28,26.99,65.58,62.71,28.95,73.02,11.93,12.77,84.66,59.51,40.63,61.5
Apr,195.11,172.51,168.13,178.11,160.37,168.62,220.58,121.14,111.58,224.86,0.0,117.14,120.7
May,292.51,324.05,0.0,303.26,325.89,0.0,344.95,271.49,212.39,344.13,296.52,230.26,190.4
Jun,488.7,449.4,0.0,459.77,427.96,0.0,476.79,343.69,0.0,478.42,279.4,0.0,195.2
Jul,456.89,450.43,0.0,447.92,446.7,0.0,290.75,279.88,0.0,289.43,0.0,0.0,343.2
Aug,392.25,369.61,0.0,371.45,367.88,0.0,328.67,88.57,0.0,317.48,251.97,0.0,335.9
Sep,234.83,252.54,167.16,230.63,253.06,177.13,208.65,228.16,169.32,203.64,329.54,172.09,269.5
Oct,111.41,122.8,83.7,107.13,108.54,86.05,39.06,31.38,45.4,39.15,0.0,50.97,30.3
Nov,12.86,18.58,1.9,12.29,19.83,9.48,3.44,5.55,8.74,3.48,4.76,8.51,30.9
Dec,3.76,9.37,0.75,4.98,10.5,0.0,44.67,29.47,10.43,45.09,42.81,4.06,23.4
