Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,16.79,20.98,37.04,30.07,23.04,22.77,69.94,40.9,31.23,12.08,37.76,34.09,8.1
Feb,14.37,21.23,2.22,16.79,15.45,0.0,15.69,13.74,22.25,6.67,0.0,28.18,0.0
Mar,9.41,14.21,0.0,9.58,13.18,1.09,0.9,0.0,0.54,0.76,0.0,16.93,0.5
Apr,7.42,9.28,0.67,5.54,7.5,0.0,1.52,4.88,8.66,2.27,0.0,0.0,19.3
May,15.0,20.31,0.0,16.42,23.33,9.15,23.56,19.98,15.33,24.82,20.01,10.46,11.3
Jun,84.2,81.53,86.54,85.45,102.44,90.69,172.98,74.23,55.94,172.94,73.38,64.15,52.7
Jul,247.59,240.98,279.57,244.94,270.73,280.54,378.58,354.45,0.0,363.43,368.53,0.0,354.3
Aug,289.01,273.11,162.96,280.39,275.63,168.51,224.12,216.55,158.41,205.62,179.1,159.96,438.8
Sep,99.32,123.65,217.57,97.4,122.54,205.44,264.45,0.0,222.82,257.0,0.0,234.11,266.0
Oct,7.98,18.15,0.08,10.13,20.81,15.04,32.31,27.93,22.07,32.42,32.85,25.27,43.8
Nov,0.5,4.86,0.65,0.5,5.86,2.53,6.09,4.6,9.43,6.13,1.32,9.45,1.9
Dec,5.74,7.07,0.0,8.21,5.85,2.14,10.74,3.76,1.46,12.25,5.05,10.03,0.0
