Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.76,9.37,0.0,6.55,11.48,0.99,0.0,20.09,9.7,0.0,9.47,4.05,0.0
Feb,15.97,17.94,0.0,1.53,7.09,17.89,0.66,11.4,1.66,3.37,5.31,1.95,0.0
Mar,12.08,16.3,12.84,20.92,11.89,0.0,24.83,28.27,15.4,24.9,27.62,11.93,0.4
Apr,19.44,36.18,0.0,18.69,37.05,0.0,21.1,84.31,12.15,18.65,88.88,22.01,97.9
May,39.43,43.36,25.78,55.02,56.97,31.67,100.46,62.78,41.96,97.02,47.54,51.1,81.2
Jun,178.86,186.11,192.84,201.28,196.54,194.54,216.43,167.71,194.25,219.05,166.17,193.46,144.7
Jul,257.33,286.63,0.0,263.91,273.57,0.0,218.13,276.56,0.0,217.43,274.54,0.0,417.4
Aug,282.04,299.55,0.0,280.41,271.06,0.0,262.9,257.55,202.82,262.96,257.88,208.8,374.2
Sep,207.04,214.53,182.49,205.47,244.68,185.73,286.81,262.66,198.69,284.81,323.6,195.58,336.5
Oct,65.61,109.88,143.28,80.07,151.11,140.63,112.79,183.18,151.24,124.6,124.02,153.79,307.5
Nov,19.93,26.17,0.0,14.87,26.8,18.27,60.29,29.71,30.46,60.11,27.74,31.84,0.0
Dec,0.13,2.52,0.97,0.69,4.16,0.0,0.8,24.09,31.29,0.88,51.66,25.56,57.6
