Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,27.79,27.21,0.0,27.84,27.24,0.0,56.65,14.14,42.94,49.82,11.23,39.52,15.9
Feb,20.56,28.7,6.72,19.78,25.58,14.84,46.91,22.95,29.31,19.42,0.0,34.37,22.6
Mar,22.79,24.75,4.91,19.58,24.03,22.53,2.45,0.0,24.05,4.1,4.09,24.52,18.7
Apr,13.62,15.11,37.64,0.0,8.57,20.36,0.0,0.0,10.39,0.0,0.0,29.01,32.6
May,23.7,21.23,7.05,26.39,23.36,8.44,68.38,32.25,26.93,67.35,26.7,27.83,14.0
Jun,68.47,75.85,83.53,65.16,65.43,84.97,132.0,91.99,78.54,130.78,114.26,85.77,195.7
Jul,187.61,212.87,189.75,194.63,228.34,191.86,232.31,312.37,0.0,232.11,357.24,0.0,290.6
Aug,342.27,337.46,515.91,459.23,354.69,510.99,508.48,342.59,0.0,433.89,403.39,0.0,456.3
Sep,98.54,120.13,52.86,97.53,115.01,68.37,118.72,82.27,68.57,104.71,103.63,80.77,425.9
Oct,3.63,10.36,0.45,2.4,5.49,16.01,11.11,2.76,11.44,11.56,1.63,27.66,8.4
Nov,2.0,5.6,0.0,1.67,5.18,0.0,2.61,1.06,4.44,0.34,1.02,8.54,7.7
Dec,29.05,15.5,29.31,16.25,15.21,0.0,31.07,11.75,5.87,26.69,11.87,24.99,3.3
