Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,14.54,15.1,17.67,9.56,21.28,0.0,0.0,18.57,0.0,0.0
Feb,0.1,11.49,6.64,0.1,0.38,0.0,0.27,0.28,0.0,0.0
Mar,1.27,1.08,0.0,14.03,0.0,7.66,0.97,0.0,4.4,0.0
Apr,26.43,22.82,24.78,0.0,23.32,11.91,19.84,25.41,0.0,9.7
May,24.33,39.11,9.42,35.27,29.66,27.6,11.81,28.22,16.83,7.3
Jun,163.67,200.01,53.62,67.58,74.03,63.09,54.3,87.07,70.23,50.2
Jul,283.42,294.54,77.25,231.13,178.92,202.86,182.41,264.39,214.98,189.9
Aug,343.22,346.25,92.91,467.77,233.19,230.06,233.17,244.56,241.16,240.7
Sep,304.42,257.23,74.36,185.8,143.62,130.4,115.1,152.83,139.96,86.3
Oct,48.7,67.47,24.22,0.6,0.0,53.5,3.71,0.0,47.46,19.8
Nov,0.23,8.38,7.73,0.0,0.87,19.65,0.0,4.02,12.89,0.0
Dec,7.71,5.89,0.0,0.09,0.0,0.0,0.0,3.67,0.0,10.6
