Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.76,17.09,0.0,7.82,19.28,14.89,0.23,0.41,0.0,0.27,0.85,0.0,16.4
Feb,1.15,12.92,0.0,0.16,13.74,8.93,0.0,2.1,9.03,0.0,4.8,6.32,0.1
Mar,0.25,9.5,0.0,0.24,13.4,0.0,0.1,2.53,0.0,0.38,4.17,0.0,0.0
Apr,5.41,19.32,0.91,4.53,21.66,0.37,4.6,21.83,16.46,4.48,22.29,17.24,0.0
May,39.71,48.97,96.21,39.29,49.08,71.49,64.3,29.79,101.11,66.41,333.22,156.4,14.4
Jun,28.07,47.12,46.01,36.63,51.03,55.85,117.5,78.72,71.02,115.79,88.08,79.25,67.8
Jul,67.59,87.64,60.09,75.26,86.65,70.29,134.45,93.02,71.57,123.39,96.62,78.1,98.8
Aug,150.43,132.19,89.09,151.29,134.18,99.82,159.67,164.34,98.85,154.13,165.38,101.74,228.6
Sep,130.81,147.99,183.0,138.36,164.5,177.07,135.03,78.81,153.59,165.88,130.19,144.81,98.7
Oct,193.27,248.71,22.04,188.98,166.62,55.41,205.33,152.77,72.9,207.35,0.0,54.25,287.6
Nov,170.99,295.42,0.0,171.94,445.17,0.0,116.8,638.13,29016901812224.0,116.03,102.02,8336257843200.0,335.7
Dec,23.26,121.96,127.03,23.3,153.25,128.6,0.0,267.28,199.25,0.0,327.59,202.29,49.3
