Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.15,3.39,0.0,2.99,3.13,7.8,0.0,1.05,0.0,0.0,0.0,0.63,0.0
Feb,0.87,2.13,0.0,0.26,0.18,5.73,0.03,5.02,10.61,0.03,1.6,0.0,0.0
Mar,6.56,5.32,8.08,6.44,4.95,1.73,11.03,10.19,1.39,10.94,11.0,16.76,0.0
Apr,0.57,2.94,0.0,1.37,2.59,1.04,0.98,2.57,9.46,1.02,2.38,9.1,0.0
May,4.41,11.08,9.39,4.68,14.61,0.0,2.89,15.45,0.05,3.43,14.45,12.54,0.4
Jun,66.57,67.06,60.51,69.65,71.87,63.97,81.56,63.12,75.1,90.22,58.29,82.2,95.7
Jul,187.37,202.95,222.61,184.58,221.2,222.77,193.75,216.42,252.63,200.51,252.85,251.17,239.5
Aug,160.52,197.33,114.58,181.79,221.17,132.15,341.58,291.13,164.87,337.08,491.18,190.23,135.3
Sep,109.91,111.34,26.61,108.26,112.94,36.09,41.8,79.76,45.37,39.36,53.55,49.21,136.1
Oct,5.36,12.83,0.31,3.57,13.36,21.38,9.28,4.64,8.76,9.84,23.87,14.25,0.0
Nov,1.16,13.18,0.0,2.28,13.58,0.0,0.0,0.0,14.13,0.0,0.0,6.07,0.0
Dec,0.2,2.49,0.0,0.77,2.99,0.0,0.67,4.19,2.7,2.13,6.23,3.46,0.0
