Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,1.66,0.59,0.1,1.49,0.0,3.23,5.58,12.47,2.92,5.05,0.0,0.0
Feb,0.1,0.34,0.23,0.1,0.53,0.0,0.13,5.07,6.93,0.71,2.15,5.09,0.0
Mar,0.36,3.83,0.0,0.47,5.27,0.0,8.16,12.36,0.81,2.74,11.75,4.01,0.0
Apr,0.45,5.31,0.0,0.2,16.02,0.0,0.02,11.9,10.37,0.0,0.0,0.1,0.0
May,2.22,9.64,0.19,6.08,13.93,8.85,1.88,4.1,0.0,9.07,11.01,10.19,0.5
Jun,119.25,163.09,80.07,144.06,162.42,93.72,74.68,93.77,82.14,67.57,85.69,87.52,134.0
Jul,289.47,308.5,0.0,319.57,304.44,0.0,137.82,157.56,134.16,133.34,229.17,129.18,98.7
Aug,181.49,233.37,130.93,183.95,102.27,143.01,102.38,73.07,138.25,102.95,105.86,119.1,143.8
Sep,201.71,215.34,80.63,195.32,189.33,102.5,89.57,167.31,90.87,106.63,180.18,99.84,34.8
Oct,24.87,42.64,41.98,25.46,47.08,28.25,0.0,0.0,53.3,0.32,0.0,46.24,0.0
Nov,3.16,22.69,0.0,1.29,20.13,0.0,1.39,0.0,25.98,0.91,0.0,23.41,
Dec,0.32,5.79,0.35,0.26,5.1,8.07,0.0,2.09,0.0,0.0,0.71,0.0,
