Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.51,9.49,0.0,10.1,9.49,0.0,9.37,9.39,10.71,3.56,3.73,8.73,0.6
Feb,2.76,6.19,0.56,1.03,3.99,1.24,0.0,0.19,0.7,0.65,0.0,0.0,7.5
Mar,2.47,4.49,0.0,4.81,3.87,11.96,0.0,0.0,12.93,0.0,0.0,1.76,0.0
Apr,0.9,3.08,0.59,2.73,4.17,0.0,9.98,12.74,0.0,5.27,12.75,13.61,7.6
May,4.54,9.62,0.0,4.93,8.9,12.59,11.88,9.87,0.0,9.9,9.47,0.0,4.6
Jun,44.59,58.0,39.23,47.72,58.52,50.17,76.72,63.62,40.0,76.69,84.17,50.38,116.5
Jul,278.12,275.59,133.64,277.71,289.52,146.77,192.83,214.74,154.08,185.11,240.69,155.46,323.6
Aug,243.07,248.04,121.82,239.63,244.64,131.34,154.33,191.53,139.34,154.86,296.06,142.51,205.6
Sep,116.76,124.61,54.96,128.18,129.56,55.76,70.48,67.44,53.51,69.35,98.67,60.52,146.1
Oct,3.64,17.71,0.0,1.95,12.05,10.96,36.63,39.15,31.78,36.14,50.54,38.49,0.0
Nov,0.67,8.4,0.16,1.28,10.66,7.52,0.0,1.17,2.33,0.0,1.98,0.0,0.0
Dec,3.97,4.54,0.0,3.91,4.54,0.0,1.64,3.83,14.41,2.56,3.91,6.25,1.0
