Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.64,3.84,13.58,2.58,4.34,18.37,0.0,0.0,9.35,4.1
Feb,0.16,6.12,21.6,7.35,23.55,23.23,8.01,23.46,0.0,18.6
Mar,1.43,10.56,14.57,0.1,88.47,9.08,0.94,183.24,35.14,0.0
Apr,18.9,21.89,4.79,6.9,109.89,18.06,111.68,43.11,51.49,27.1
May,8.37,10.09,0.0,20.9,68.24,7.33,26.39,61.56,43.83,13.2
Jun,260.82,216.15,46.97,152.07,378.16,122.32,456.79,383.52,138.84,135.3
Jul,218.82,297.13,56.43,222.62,213.72,193.77,225.76,26.76,207.48,348.5
Aug,0.0,267.63,64.01,230.45,418.7,206.97,213.83,413.3,208.86,130.5
Sep,265.97,241.31,59.08,127.7,113.93,132.29,129.32,122.16,135.82,179.6
Oct,53.24,106.69,16.86,105.85,0.0,116.25,102.0,0.0,112.09,178.0
Nov,2.71,23.71,0.0,93.22,228.4,73.42,68.44,147.88,86.85,32.5
Dec,0.41,4.45,10.76,0.41,50.49,22.88,0.0,144.09,30.03,0.7
